,2022_05_09T11_13_38_coda,2022_05_09T11_13_38_envelope,2023_03_22T14_50_33_coda,2023_03_22T14_50_33_envelope,2018_11_18T12_48_44_coda,2018_11_18T12_48_44_envelope,2023_06_16T16_38_28_coda,2023_06_16T16_38_28_envelope,2012_12_30T23_35_02_coda,2012_12_30T23_35_02_envelope
D038,0.0,0.0,0.0,0.0,3.376008599504418e-10,4.063866320408157e-10,0.0,0.0,0.0,0.0
D073,0.0,0.0,0.0,0.0,8.93221932969164e-10,1.018416382229464e-09,0.0,0.0,0.0,0.0
D155,0.0,0.0,0.0,0.0,5.66705275661696e-10,6.846506492962382e-10,0.0,0.0,0.0,0.0
CI32,0.0,0.0,0.0,0.0,5.779191246347347e-09,6.537523953035854e-09,0.0,0.0,0.0,0.0
CI33,0.0,0.0,0.0,0.0,1.100649624428422e-09,1.331087586027731e-09,0.0,0.0,0.0,0.0
A287A,0.0,0.0,0.0,0.0,2.729323919528386e-10,3.1046779090687925e-10,0.0,0.0,0.0,0.0
D023,0.0,0.0,0.0,0.0,1.5682469587002814e-10,1.5968147213516848e-10,0.0,0.0,0.0,0.0
D126,0.0,0.0,0.0,0.0,2.930762380025563e-10,3.238106417181394e-10,0.0,0.0,0.0,0.0
SALAN,0.0,0.0,0.0,0.0,2.4210107118247493e-10,2.69452185931859e-10,4.846113417237816e-09,1.5288034087523016e-08,0.0,0.0
D067,0.0,0.0,0.0,0.0,2.4545525967365985e-10,2.6721276773950505e-10,0.0,0.0,0.0,0.0
DURI,0.0,0.0,0.0,0.0,1.3215480812349743e-10,1.5814540977389723e-10,0.0,0.0,0.0,0.0
D022,0.0,0.0,0.0,0.0,2.3796346842660587e-10,2.6270762248292216e-10,0.0,0.0,0.0,0.0
A017A,0.0,0.0,0.0,0.0,3.8349790132191607e-10,3.982989379263964e-10,0.0,0.0,0.0,0.0
SZBH,0.0,0.0,0.0,0.0,8.860273719947621e-10,1.046592696538744e-09,1.0689111678726996e-08,3.6024839340414175e-08,0.0,0.0
D099,0.0,0.0,0.0,0.0,2.463078557422562e-10,2.7172994804566766e-10,0.0,0.0,0.0,0.0
ZONE,0.0,0.0,0.0,0.0,1.139772345009627e-09,5.499944542473995e-10,0.0,0.0,0.0,0.0
CW04,0.0,0.0,0.0,0.0,1.3144843392176136e-10,1.5142673291103048e-10,0.0,0.0,0.0,0.0
D060,0.0,0.0,0.0,0.0,1.335308002245639e-10,1.524475001329261e-10,0.0,0.0,0.0,0.0
A007A,0.0,0.0,0.0,0.0,2.340702115755909e-10,2.508873783275499e-10,0.0,0.0,0.0,0.0
A205A,0.0,0.0,0.0,0.0,3.8882705575877516e-10,5.04692238303953e-10,0.0,0.0,0.0,0.0
D018,0.0,0.0,0.0,0.0,2.2667073583669267e-10,2.6209463271753276e-10,0.0,0.0,0.0,0.0
D028,0.0,0.0,0.0,0.0,1.5866136174803016e-10,2.600182399850584e-10,0.0,0.0,0.0,0.0
A021A,0.0,0.0,0.0,0.0,4.717687755379368e-10,5.262637750020572e-10,0.0,0.0,0.0,0.0
APRC,0.0,0.0,0.0,0.0,8.449389088409754e-10,1.0290429934930918e-09,0.0,0.0,0.0,0.0
CI10,0.0,0.0,0.0,0.0,7.002690075242638e-10,7.91111136842469e-10,0.0,0.0,0.0,0.0
CERA,0.0,0.0,0.0,0.0,8.846324250253532e-10,9.686556812016823e-10,0.0,0.0,0.0,0.0
D055,0.0,0.0,0.0,0.0,4.607851062102129e-10,5.247685156411371e-10,0.0,0.0,0.0,0.0
BALD,0.0,0.0,0.0,0.0,9.568131669712031e-10,1.1492668714833855e-09,0.0,0.0,0.0,0.0
A014A,0.0,0.0,0.0,0.0,3.241188021613589e-10,3.707182179853163e-10,0.0,0.0,0.0,0.0
D092,0.0,0.0,0.0,0.0,3.015084800998093e-10,3.3374304748056964e-10,0.0,0.0,0.0,0.0
MSAG,0.0,0.0,0.0,0.0,7.95443830190113e-10,1.0176971961468507e-09,0.0,0.0,0.0,0.0
D142,0.0,0.0,0.0,0.0,2.2203011260546984e-10,2.4408608064973827e-10,0.0,0.0,0.0,0.0
MARCO,0.0,0.0,0.0,0.0,5.157623209083237e-10,6.437597389568798e-10,0.0,0.0,0.0,0.0
D039,0.0,0.0,0.0,0.0,1.3067783218053046e-10,1.4256978411928576e-10,0.0,0.0,0.0,0.0
PGN3,0.0,0.0,0.0,0.0,2.0648741081888623e-10,2.5743933886592985e-10,0.0,0.0,0.0,0.0
CI15,0.0,0.0,0.0,0.0,2.6075806768895784e-10,2.891029159415727e-10,0.0,0.0,0.0,0.0
D151,0.0,0.0,0.0,0.0,2.766745623941197e-10,3.0980359124776884e-10,0.0,0.0,0.0,0.0
ZOU2,0.0,0.0,0.0,0.0,1.8320808162194708e-10,2.185273115992478e-10,0.0,0.0,0.0,0.0
A173A,0.0,0.0,0.0,0.0,2.3664119034351043e-10,2.697008264884581e-10,0.0,0.0,0.0,0.0
IA06A,0.0,0.0,0.0,0.0,2.9853552180749514e-10,3.422383693089444e-10,0.0,0.0,0.0,0.0
D034,0.0,0.0,0.0,0.0,1.4626783343468048e-10,1.6193887822754187e-10,0.0,0.0,0.0,0.0
IA09A,0.0,0.0,0.0,0.0,2.3661365070040096e-10,2.6304289414324166e-10,0.0,0.0,0.0,0.0
CDRU,0.0,0.0,0.0,0.0,3.5626873658406876e-10,4.1802868770659115e-10,0.0,0.0,0.0,0.0
A019A,0.0,0.0,0.0,0.0,2.1017188171110983e-10,2.4634613505636784e-10,0.0,0.0,0.0,0.0
D013,0.0,0.0,0.0,0.0,3.1374485046785867e-10,3.7485175494542414e-10,0.0,0.0,0.0,0.0
RNI2,0.0,0.0,0.0,0.0,7.08617316855065e-10,8.753867163257883e-10,0.0,0.0,0.0,0.0
CI23,0.0,0.0,0.0,0.0,2.660847713751256e-10,3.0277986336897616e-10,0.0,0.0,0.0,0.0
D113,0.0,0.0,0.0,0.0,2.2632010769401383e-10,2.577429109544344e-10,0.0,0.0,0.0,0.0
CI04,0.0,0.0,0.0,0.0,1.887199166625386e-09,2.308367773919379e-09,0.0,0.0,0.0,0.0
SLCN,0.0,0.0,0.0,0.0,5.94100806480833e-10,7.087585885585364e-10,0.0,0.0,0.0,0.0
D086,0.0,0.0,0.0,0.0,2.3706993709701803e-09,2.767380024225624e-09,0.0,0.0,0.0,0.0
CW05,0.0,0.0,0.0,0.0,1.9605340529156802e-09,2.440516068579656e-09,0.0,0.0,0.0,0.0
A016A,0.0,0.0,0.0,0.0,3.8776494786495015e-10,4.4293491525752776e-10,0.0,0.0,0.0,0.0
MLN,0.0,0.0,0.0,0.0,5.036946252707392e-10,5.399378731106261e-10,0.0,0.0,0.0,0.0
A178B,0.0,0.0,0.0,0.0,1.5091509796907346e-10,1.810521406998552e-10,0.0,0.0,0.0,0.0
D114,0.0,0.0,0.0,0.0,2.4020772994551264e-10,3.3649817549648447e-10,0.0,0.0,0.0,0.0
MGR,0.0,0.0,0.0,0.0,4.899848340963412e-10,5.925891840619555e-10,0.0,0.0,0.0,0.0
D054,0.0,0.0,0.0,0.0,2.3350545742586237e-10,2.6784205270298456e-10,0.0,0.0,0.0,0.0
AND3,0.0,0.0,0.0,0.0,7.0714868490222045e-09,8.296764403681962e-09,0.0,0.0,0.0,0.0
D014,0.0,0.0,0.0,0.0,1.9834846398601208e-10,2.1176044532237647e-10,0.0,0.0,0.0,0.0
D163,0.0,0.0,0.0,0.0,2.1675514434749167e-10,2.5560301149272336e-10,0.0,0.0,0.0,0.0
A193A,0.0,0.0,0.0,0.0,3.049181976185853e-10,3.8392113187114616e-10,0.0,0.0,0.0,0.0
D162,0.0,0.0,0.0,0.0,3.8338480915343244e-10,4.382736824726538e-10,0.0,0.0,0.0,0.0
A158A,0.0,0.0,0.0,0.0,2.343107478240001e-10,2.5347730840432367e-10,0.0,0.0,0.0,0.0
CW02,0.0,0.0,0.0,0.0,2.879173521552754e-10,3.5510020783279605e-10,0.0,0.0,0.0,0.0
D010,0.0,0.0,0.0,0.0,1.5077805090799416e-10,1.7728044368651828e-10,0.0,0.0,0.0,0.0
PALZ,0.0,0.0,0.0,0.0,2.4512483392091233e-09,2.9480403252356197e-09,0.0,0.0,0.0,0.0
CAPA,0.0,0.0,0.0,0.0,4.328623832206774e-09,5.548980169603127e-09,0.0,0.0,0.0,0.0
D061,0.0,0.0,0.0,0.0,1.6272867065039862e-09,2.190562156668628e-09,0.0,0.0,0.0,0.0
PZUN,0.0,0.0,0.0,0.0,1.5479729376390235e-09,1.905428689848112e-09,0.0,0.0,0.0,0.0
PTQR,0.0,0.0,0.0,0.0,3.6592992074414037e-10,4.4024346225869925e-10,0.0,0.0,0.0,0.0
A280A,0.0,0.0,0.0,0.0,1.5809874622434398e-09,1.959839580089604e-09,0.0,0.0,0.0,0.0
BERGE,0.0,0.0,0.0,0.0,4.0896867324631375e-10,4.3466763183568516e-10,7.4493809827548e-09,2.4723442888780942e-08,4.0895115936378496e-10,1.5827178948650204e-09
ZAG,0.0,0.0,0.0,0.0,7.869804181419857e-09,9.990466071130568e-09,0.0,0.0,0.0,0.0
TUE,0.0,0.0,0.0,0.0,2.3312100050353645e-10,2.3531821085203145e-10,0.0,0.0,5.057656425051459e-10,1.2790567539663554e-09
SRN3,0.0,0.0,0.0,0.0,1.5456248605522292e-10,1.925706068291229e-10,0.0,0.0,0.0,0.0
D021,0.0,0.0,0.0,0.0,1.8640608872121035e-10,1.91721526725588e-10,0.0,0.0,0.0,0.0
D037,0.0,0.0,0.0,0.0,2.9500293331579406e-10,3.563061759288933e-10,0.0,0.0,0.0,0.0
A083A,0.0,0.0,0.0,0.0,3.2718076936413967e-10,3.641285312453036e-10,0.0,0.0,0.0,0.0
D112,0.0,0.0,0.0,0.0,2.643087593028776e-09,2.2754019800464122e-09,0.0,0.0,0.0,0.0
CI07,0.0,0.0,0.0,0.0,2.1895639793223407e-10,2.4953627854014003e-10,0.0,0.0,0.0,0.0
A084A,0.0,0.0,0.0,0.0,1.9996616157383808e-10,2.0675577464583995e-10,0.0,0.0,0.0,0.0
A061A,0.0,0.0,0.0,0.0,3.004796448490885e-10,3.1531112153885356e-10,0.0,0.0,0.0,0.0
D090,0.0,0.0,0.0,0.0,2.2962914069248206e-10,2.4242886781012147e-10,0.0,0.0,0.0,0.0
OPS,0.0,0.0,0.0,0.0,8.45778705490312e-10,9.667535891926263e-10,9.576848246147677e-09,3.6778216381912845e-08,0.0,0.0
A196A,0.0,0.0,0.0,0.0,9.939986398494447e-10,1.16493518430758e-09,0.0,0.0,0.0,0.0
A077A,0.0,0.0,0.0,0.0,2.373234192694492e-10,2.5270801591290656e-10,0.0,0.0,0.0,0.0
D047,0.0,0.0,0.0,0.0,1.6523757683808783e-10,1.845493340722376e-10,0.0,0.0,0.0,0.0
CI25,0.0,0.0,0.0,0.0,6.474221057208847e-10,9.049905908659751e-10,0.0,0.0,0.0,0.0
D009,0.0,0.0,0.0,0.0,5.07823454038731e-10,6.146794461992832e-10,0.0,0.0,0.0,0.0
D025,0.0,0.0,0.0,0.0,4.803082547942403e-10,5.923685023863419e-10,0.0,0.0,0.0,0.0
IBFO,0.0,0.0,0.0,0.0,1.1731131915446391e-11,1.302879265022143e-11,1.701807037834405e-10,6.120686391613747e-10,0.0,0.0
D101,0.0,0.0,0.0,0.0,3.5211354467653036e-10,3.4547999164327467e-10,0.0,0.0,0.0,0.0
CI31,0.0,0.0,0.0,0.0,9.782817454624214e-09,9.594180689641217e-09,0.0,0.0,0.0,0.0
FUSE,0.0,0.0,0.0,0.0,4.178511320090057e-09,3.647175339547463e-09,0.0,0.0,0.0,0.0
D081,0.0,0.0,0.0,0.0,1.3892814590570984e-10,1.3794421083638683e-10,0.0,0.0,0.0,0.0
D005,0.0,0.0,0.0,0.0,1.9934511144358787e-10,2.1730717681104947e-10,0.0,0.0,0.0,0.0
D093,0.0,0.0,0.0,0.0,1.6183294487023112e-10,1.8260541853146006e-10,0.0,0.0,0.0,0.0
A076A,0.0,0.0,0.0,0.0,2.1188086172051412e-10,2.301141287698736e-10,0.0,0.0,0.0,0.0
RMP,0.0,0.0,0.0,0.0,3.138905430709733e-09,3.836322516215801e-09,0.0,0.0,0.0,0.0
D128,0.0,0.0,0.0,0.0,4.1853639291894567e-10,4.4762889389670383e-10,0.0,0.0,0.0,0.0
D152,0.0,0.0,0.0,0.0,1.7303429076574555e-10,1.7863648971085482e-10,0.0,0.0,0.0,0.0
D157,0.0,0.0,0.0,0.0,1.93601900976735e-10,2.2475329692079077e-10,0.0,0.0,0.0,0.0
D048,0.0,0.0,0.0,0.0,2.49521627347648e-10,5.357719120062811e-10,0.0,0.0,0.0,0.0
D089,0.0,0.0,0.0,0.0,2.5314699956838085e-10,3.1278848390302625e-10,0.0,0.0,0.0,0.0
A204A,0.0,0.0,0.0,0.0,1.079708600594402e-09,1.3410474952054396e-09,0.0,0.0,0.0,0.0
D141,0.0,0.0,0.0,0.0,3.098364838342113e-10,3.6148141372366204e-10,0.0,0.0,0.0,0.0
MA9,0.0,0.0,0.0,0.0,6.661511548376937e-09,8.82238645400573e-09,0.0,0.0,0.0,0.0
A282A,0.0,0.0,0.0,0.0,1.568252918373138e-09,1.719941652046278e-09,0.0,0.0,0.0,0.0
D158,0.0,0.0,0.0,0.0,2.4198413403615627e-10,2.5082152213210287e-10,0.0,0.0,0.0,0.0
LAV9,0.0,0.0,0.0,0.0,1.3427478423740514e-08,1.6310564423571176e-08,0.0,0.0,0.0,0.0
D100,0.0,0.0,0.0,0.0,1.8568594960367648e-10,2.129429713250685e-10,0.0,0.0,0.0,0.0
D102,0.0,0.0,0.0,0.0,1.4693788524568502e-10,1.5553878807526543e-10,0.0,0.0,0.0,0.0
D116,0.0,0.0,0.0,0.0,1.053676757198745e-09,1.428731533814711e-09,0.0,0.0,0.0,0.0
RONF,0.0,0.0,0.0,0.0,2.1484389039120423e-10,2.4309544637902945e-10,5.837789255977857e-09,2.0036539712773164e-08,0.0,0.0
AGLI,0.0,0.0,0.0,0.0,4.77333231127896e-10,6.072812995742346e-10,6.281787902817601e-10,2.0621736203463063e-09,0.0,0.0
D161,0.0,0.0,0.0,0.0,3.291540408559528e-10,3.941194537989434e-10,0.0,0.0,0.0,0.0
A181A,0.0,0.0,0.0,0.0,1.8778433337050119e-10,2.197995305408428e-10,0.0,0.0,0.0,0.0
CI43,0.0,0.0,0.0,0.0,3.6633044922312158e-09,3.083977735162879e-09,0.0,0.0,0.0,0.0
CI17,0.0,0.0,0.0,0.0,2.6229807871516366e-10,3.073923546251392e-10,0.0,0.0,0.0,0.0
LONG,0.0,0.0,0.0,0.0,1.4154945876703088e-10,1.7087192953142275e-10,0.0,0.0,0.0,0.0
D007,0.0,0.0,0.0,0.0,1.7820946464054232e-10,1.9021721368846558e-10,0.0,0.0,0.0,0.0
A291A,0.0,0.0,0.0,0.0,3.13222208113556e-10,3.3777461188275807e-10,0.0,0.0,0.0,0.0
D017,0.0,0.0,0.0,0.0,7.741905372763175e-10,9.478559037760719e-10,0.0,0.0,0.0,0.0
A024B,0.0,0.0,0.0,0.0,6.4234284919936e-10,7.603125976703643e-10,0.0,0.0,0.0,0.0
D104,0.0,0.0,0.0,0.0,5.820402820142752e-10,5.582932989792842e-10,0.0,0.0,0.0,0.0
D123,0.0,0.0,0.0,0.0,5.812191121119239e-10,6.126100792672865e-10,0.0,0.0,0.0,0.0
LIO3,0.0,0.0,0.0,0.0,2.078468869985996e-10,2.457837222622045e-10,0.0,0.0,0.0,0.0
D148,0.0,0.0,0.0,0.0,2.9176931361779e-10,3.1141637048816246e-10,0.0,0.0,0.0,0.0
D110,0.0,0.0,0.0,0.0,3.854783748255357e-09,4.911294946969329e-09,0.0,0.0,0.0,0.0
D077,0.0,0.0,0.0,0.0,2.2135846898832195e-10,2.7687089952232633e-10,0.0,0.0,0.0,0.0
CI35,0.0,0.0,0.0,0.0,4.778795357833366e-10,5.569032849793184e-10,0.0,0.0,0.0,0.0
D106,0.0,0.0,0.0,0.0,2.481371074297344e-10,2.789555995378927e-10,0.0,0.0,0.0,0.0
CI28,0.0,0.0,0.0,0.0,1.039301489010412e-09,1.1132734321701691e-09,0.0,0.0,0.0,0.0
D024,0.0,0.0,0.0,0.0,1.6754879772905606e-10,1.754218176506294e-10,0.0,0.0,0.0,0.0
A177A,0.0,0.0,0.0,0.0,1.6050637072956082e-10,1.8009158500609526e-10,0.0,0.0,0.0,0.0
SGT05,0.0,0.0,0.0,0.0,5.206866259075548e-10,6.045760719815125e-10,0.0,0.0,5.367698484152834e-10,1.99667184933608e-09
CERT,0.0,0.0,0.0,0.0,3.9636533499440924e-10,4.693826876070188e-10,0.0,0.0,0.0,0.0
SGT18,0.0,0.0,0.0,0.0,6.058715692205466e-10,7.771360445432727e-10,0.0,0.0,0.0,0.0
D059,0.0,0.0,0.0,0.0,1.4826366506830007e-10,1.7278767782231315e-10,0.0,0.0,0.0,0.0
BAD,0.0,0.0,0.0,0.0,4.835561927808056e-10,5.329602053485033e-10,0.0,0.0,0.0,0.0
D119,0.0,0.0,0.0,0.0,1.4344727284108116e-10,1.6255813472955055e-10,0.0,0.0,0.0,0.0
BIOG,0.0,0.0,0.0,0.0,1.397654607153791e-09,1.6975973186957575e-09,0.0,0.0,0.0,0.0
D138,0.0,0.0,0.0,0.0,2.3451620988403445e-10,2.752846589433421e-10,0.0,0.0,0.0,0.0
BOSI,0.0,0.0,0.0,0.0,1.0703831114196492e-08,1.3374140823711572e-08,2.8033936153071666e-08,1.4090908912880106e-07,0.0,0.0
A184A,0.0,0.0,0.0,0.0,1.6833884890617852e-10,1.9790674062219747e-10,0.0,0.0,0.0,0.0
D052,0.0,0.0,0.0,0.0,1.9731009807100907e-10,2.2458319109257718e-10,0.0,0.0,0.0,0.0
CI24,0.0,0.0,0.0,0.0,1.8447067633655308e-10,1.9906837766363866e-10,0.0,0.0,0.0,0.0
A286A,0.0,0.0,0.0,0.0,2.674934572471977e-09,3.310573669157372e-09,0.0,0.0,0.0,0.0
OGMO,0.0,0.0,0.0,0.0,3.7989012075617717e-10,4.889484817540065e-10,2.7931477660723804e-09,8.120329435476812e-09,0.0,0.0
CI26,0.0,0.0,0.0,0.0,2.7176977991257397e-10,3.402253555149761e-10,0.0,0.0,0.0,0.0
IA05A,0.0,0.0,0.0,0.0,2.0099688567700919e-10,2.1731018476076406e-10,0.0,0.0,0.0,0.0
CW01,0.0,0.0,0.0,0.0,2.286586782198274e-09,2.759979492818698e-09,0.0,0.0,0.0,0.0
A071A,0.0,0.0,0.0,0.0,6.764417513599104e-10,9.038196374168515e-10,0.0,0.0,0.0,0.0
A020B,0.0,0.0,0.0,0.0,3.789178533427e-10,4.122792181201836e-10,0.0,0.0,0.0,0.0
ARGT,0.0,0.0,0.0,0.0,2.871623503067334e-10,3.5097938976548523e-10,0.0,0.0,0.0,0.0
CI22,0.0,0.0,0.0,0.0,1.319691161698148e-10,1.6310378419222162e-10,0.0,0.0,0.0,0.0
D015,0.0,0.0,0.0,0.0,1.800387487855669e-10,1.8696771338176512e-10,0.0,0.0,0.0,0.0
D159,0.0,0.0,0.0,0.0,1.9257405935894408e-10,2.054566459747704e-10,0.0,0.0,0.0,0.0
IA03A,0.0,0.0,0.0,0.0,1.3733303720052716e-10,1.5305682354341216e-10,0.0,0.0,0.0,0.0
CRTO,0.0,0.0,0.0,0.0,3.615418560792562e-09,4.4333577219417265e-09,0.0,0.0,0.0,0.0
D072,0.0,0.0,0.0,0.0,2.1798215321494358e-10,2.3054287776993582e-10,0.0,0.0,0.0,0.0
MODR,0.0,0.0,0.0,0.0,2.1206281251184847e-09,2.663878425282784e-09,0.0,0.0,0.0,0.0
A008A,0.0,0.0,0.0,0.0,2.4327935659378496e-10,2.1183534098767191e-10,0.0,0.0,0.0,0.0
D149,0.0,0.0,0.0,0.0,2.0964624785834387e-10,2.404938000974537e-10,0.0,0.0,0.0,0.0
A074A,0.0,0.0,0.0,0.0,2.8722939158427754e-10,3.010695649896508e-10,0.0,0.0,0.0,0.0
D001,0.0,0.0,0.0,0.0,6.626763527064832e-10,8.102972841879885e-10,0.0,0.0,0.0,0.0
D127,0.0,0.0,0.0,0.0,2.1691125093072958e-10,2.3997369283749926e-10,0.0,0.0,0.0,0.0
POFI,0.0,0.0,0.0,0.0,3.976583557119824e-10,4.5969163163756415e-10,0.0,0.0,0.0,0.0
D160,0.0,0.0,0.0,0.0,2.0451988242985154e-10,2.2385813352967323e-10,0.0,0.0,0.0,0.0
D050,0.0,0.0,0.0,0.0,2.1178729084005423e-10,2.379615560960235e-10,0.0,0.0,0.0,0.0
D083,0.0,0.0,0.0,0.0,1.7718892885673594e-10,1.9189843338200364e-10,0.0,0.0,0.0,0.0
CE03,0.0,0.0,0.0,0.0,2.2855815743149616e-10,2.3106622314465102e-10,0.0,0.0,0.0,0.0
A012A,0.0,0.0,0.0,0.0,2.0428969394994915e-10,2.3260874710491408e-10,0.0,0.0,0.0,0.0
D069,0.0,0.0,0.0,0.0,3.27515076497224e-10,5.098778659130765e-10,0.0,0.0,0.0,0.0
D019,0.0,0.0,0.0,0.0,1.5219891046589082e-10,1.6851752972944583e-10,0.0,0.0,0.0,0.0
CI13,0.0,0.0,0.0,0.0,5.054558273359639e-10,9.51788110636133e-10,0.0,0.0,0.0,0.0
CI16,0.0,0.0,0.0,0.0,2.0508552684795567e-10,2.3674785311467195e-10,0.0,0.0,0.0,0.0
IA10A,0.0,0.0,0.0,0.0,3.706835840496551e-10,4.0499103250800635e-10,0.0,0.0,0.0,0.0
A208A,0.0,0.0,0.0,0.0,3.758662594958295e-10,4.957605280518455e-10,0.0,0.0,0.0,0.0
CI08,0.0,0.0,0.0,0.0,2.0031525605595312e-10,2.537887746487239e-10,0.0,0.0,0.0,0.0
D065,0.0,0.0,0.0,0.0,1.536007557592589e-09,1.901869319139529e-09,0.0,0.0,0.0,0.0
IA07A,0.0,0.0,0.0,0.0,1.9809583861405728e-10,2.2156329836428702e-10,0.0,0.0,0.0,0.0
SAMA,0.0,0.0,0.0,0.0,1.7807211862187212e-09,2.254146685075311e-09,0.0,0.0,0.0,0.0
D012,0.0,0.0,0.0,0.0,3.0181779071374497e-10,3.3175662099303564e-10,0.0,0.0,0.0,0.0
D046,0.0,0.0,0.0,0.0,2.3856510319925313e-10,2.477416961896224e-10,0.0,0.0,0.0,0.0
D136,0.0,0.0,0.0,0.0,2.2509009697031287e-10,2.8446665453403e-10,0.0,0.0,0.0,0.0
D008,0.0,0.0,0.0,0.0,1.7219871200469747e-10,2.066679625472324e-10,0.0,0.0,0.0,0.0
D120,0.0,0.0,0.0,0.0,1.472473865582274e-10,1.6583999216917468e-10,0.0,0.0,0.0,0.0
PIGN,0.0,0.0,0.0,0.0,5.02630571074334e-10,6.064288201168899e-10,0.0,0.0,0.0,0.0
A172B,0.0,0.0,0.0,0.0,2.1935391939140166e-09,2.782454279472637e-09,0.0,0.0,0.0,0.0
D145,0.0,0.0,0.0,0.0,4.2548286960543095e-10,4.960149012346286e-10,0.0,0.0,0.0,0.0
CI21,0.0,0.0,0.0,0.0,1.5015584785039943e-10,1.5541965706699782e-10,0.0,0.0,0.0,0.0
A079A,0.0,0.0,0.0,0.0,2.2907147111471366e-10,2.6468093942925076e-10,0.0,0.0,0.0,0.0
A316A,0.0,0.0,0.0,0.0,5.831117024438643e-10,7.38652801623569e-10,0.0,0.0,0.0,0.0
D068,0.0,0.0,0.0,0.0,6.692078416279345e-10,8.24850990654714e-10,0.0,0.0,0.0,0.0
D066,0.0,0.0,0.0,0.0,1.7564949259468178e-10,2.2636554913509359e-10,0.0,0.0,0.0,0.0
D156,0.0,0.0,0.0,0.0,2.0841959378440571e-10,2.2165030726743903e-10,0.0,0.0,0.0,0.0
IA04A,0.0,0.0,0.0,0.0,2.2008027454669387e-10,2.5764681543960246e-10,0.0,0.0,0.0,0.0
D150,0.0,0.0,0.0,0.0,2.4587521583491984e-10,2.7217840928127604e-10,0.0,0.0,0.0,0.0
CI05,0.0,0.0,0.0,0.0,2.1553729990225268e-09,2.5067205720937307e-09,0.0,0.0,0.0,0.0
D129,0.0,0.0,0.0,0.0,2.55916539763889e-10,2.9760645455034177e-10,0.0,0.0,0.0,0.0
BIOA,0.0,0.0,0.0,0.0,5.530237101587515e-10,6.425634200680561e-10,0.0,0.0,0.0,0.0
D063,0.0,0.0,0.0,0.0,2.3526367318732034e-10,2.658324071094772e-10,0.0,0.0,0.0,0.0
CE01,0.0,0.0,0.0,0.0,1.0244875163017638e-10,1.0609627611835367e-10,0.0,0.0,0.0,0.0
D035,0.0,0.0,0.0,0.0,4.433886391514509e-10,4.5337760949867415e-10,0.0,0.0,0.0,0.0
D056,0.0,0.0,0.0,0.0,4.2780663142889606e-10,4.6427601402384086e-10,0.0,0.0,0.0,0.0
IA02A,0.0,0.0,0.0,0.0,1.7551069214414828e-10,1.9094251549284163e-10,0.0,0.0,0.0,0.0
D051,0.0,0.0,0.0,0.0,3.282369448191566e-10,3.925224656152386e-10,0.0,0.0,0.0,0.0
SACR,0.0,0.0,0.0,0.0,5.662047659494306e-10,6.53974049384748e-10,0.0,0.0,0.0,0.0
D029,0.0,0.0,0.0,0.0,2.5037996914762216e-10,2.7645852938942796e-10,0.0,0.0,0.0,0.0
D097,0.0,0.0,0.0,0.0,2.580917091029575e-09,3.3186967178615326e-09,0.0,0.0,0.0,0.0
D074,0.0,0.0,0.0,0.0,2.0044565741823527e-10,2.144612091298656e-10,0.0,0.0,0.0,0.0
RSFI,0.0,0.0,0.0,0.0,1.4134220893675903e-09,1.7726810487181135e-09,0.0,0.0,0.0,0.0
EPIR,0.0,0.0,0.0,0.0,6.973747967806584e-10,8.581634161661516e-10,0.0,0.0,0.0,0.0
A175A,0.0,0.0,0.0,0.0,1.3140552203735923e-09,1.641714870196584e-09,0.0,0.0,0.0,0.0
A285A,0.0,0.0,0.0,0.0,1.530089877870809e-09,1.7767274623609143e-09,0.0,0.0,0.0,0.0
CI06,0.0,0.0,0.0,0.0,2.1607861235469832e-10,2.510193513979801e-10,0.0,0.0,0.0,0.0
D115,0.0,0.0,0.0,0.0,1.8777083012474307e-10,2.2060331631472247e-10,0.0,0.0,0.0,0.0
D137,0.0,0.0,0.0,0.0,2.2955152412431007e-10,2.428730890036078e-10,0.0,0.0,0.0,0.0
D088,0.0,0.0,0.0,0.0,2.588698389910379e-10,3.0185154838004564e-10,0.0,0.0,0.0,0.0
CI34,0.0,0.0,0.0,0.0,2.128844772162833e-09,2.671982136565794e-09,0.0,0.0,0.0,0.0
D049,0.0,0.0,0.0,0.0,2.0083817335309887e-10,2.293718011517312e-10,0.0,0.0,0.0,0.0
D122A,0.0,0.0,0.0,0.0,1.6135576706257135e-10,1.5783544085421791e-10,0.0,0.0,0.0,0.0
D111,0.0,0.0,0.0,0.0,2.8846617804314966e-10,3.221514480391521e-10,0.0,0.0,0.0,0.0
POSAN,0.0,0.0,0.0,0.0,1.2868182759324778e-09,1.624751712523244e-09,0.0,0.0,0.0,0.0
PERR,0.0,0.0,0.0,0.0,1.6183787399731162e-10,1.914889572190856e-10,0.0,0.0,0.0,0.0
D133,0.0,0.0,0.0,0.0,1.3211042565832123e-10,1.5195455369980112e-10,0.0,0.0,0.0,0.0
D131,0.0,0.0,0.0,0.0,1.2237321316794282e-09,1.3742648785306e-09,0.0,0.0,0.0,0.0
A080A,0.0,0.0,0.0,0.0,6.098804641304152e-10,6.462985968662325e-10,0.0,0.0,0.0,0.0
A075A,0.0,0.0,0.0,0.0,3.5176854687774445e-10,3.1326207588609056e-10,0.0,0.0,0.0,0.0
A317A,0.0,0.0,0.0,0.0,0.0015664571419618,0.0018631775999329,0.0,0.0,0.0,0.0
